代码,    名称,涨幅%,现价,涨跌,涨速%,DDE净量,总手,换手%,量比,买入信号,利好,利空,所属行业,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,振幅%,金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
SH600600,青岛啤酒,-1.18,--,--,--,--,--,--,--,0,无,无,饮料制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600016,民生银行,-1.2,--,--,--,--,--,--,--,0,有,无,银行,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600664,哈药股份,-1.2,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002428,云南锗业,-1.2,14,-0.17,-0.07,-0.48,21601330,3.5,0.75,0,无,无,有色冶炼加工,188100↑,14.17,14.17,14.28,13.77,13.99,14,--,--,42500,23289,29.2,3.6,301930810,22794.11,13246,1631,8311593,13289737,--,--,--
SZ000732,泰禾集团,-1.21,9.81,-0.12,0,-0.02,4969650,0.489,1.17,0,无,无,房地产开发,84051↓,9.98,9.93,10,9.69,9.81,9.82,--,--,52249,9600,68.96,3.12,48820630,23528.01,2075,2395,2154933,2814717,--,--,--
SZ002036,宜科科技,-1.21,8.15,-0.1,0,-0.88,5435511,2.75,1.87,1,无,无,纺织制造,29600↑,8.23,8.25,8.24,8.06,8.14,8.15,--,--,2000,3939,-32.65,2.18,44131719,18715.74,2358,2305,1910719,3524792,--,--,--
SH601628,中国人寿,-1.22,--,--,--,--,--,--,--,0,无,无,保险及其他,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600674,川投能源,-1.22,--,--,--,--,--,--,--,1,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600597,光明乳业,-1.23,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002185,华天科技,-1.23,11.24,-0.14,0,-0.31,12401795,1.87,1.13,1,无,无,半导体及元件,188250↓,11.38,11.38,11.39,11.08,11.24,11.25,--,--,52150,45000,7.36,2.72,138986510,17876.08,7775,1595,4767265,7634530,--,--,--
SZ000028,国药一致,-1.24,48.54,-0.61,-0.02,0.01,610067,0.262,0.46,0,有,无,医药商业,3800↑,49.18,49.15,49.23,48.08,48.45,48.54,--,--,200,800,-60,2.34,29513148,25311.45,1166,523,153906,456161,--,--,--
SZ002539,新都化工,-1.25,12.66,-0.16,-0.08,-0.11,4919254,3.11,0.87,0,无,无,化学制品,26500↓,12.7,12.82,12.77,12.44,12.66,12.67,--,--,6600,15650,-40.67,2.57,62082494,18795.79,3303,1489,2240447,2678807,--,--,--
SH600459,贵研铂业,-1.25,--,--,--,--,--,--,--,0,有,有,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000026,飞亚达Ａ,-1.25,8.66,-0.11,-0.12,-0.11,5512027,1.77,1.19,0,无,无,家用轻工,40094↓,8.74,8.77,8.8,8.56,8.66,8.67,--,--,63906,38640,24.64,2.74,47633923,15984.54,2980,1850,2163272,3348755,--,--,--
SH600033,福建高速,-1.26,--,--,--,--,--,--,--,0,无,无,公路铁路运输,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600161,天坛生物,-1.26,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603288,海天味业,-1.27,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002411,九九久,-1.3,9.08,-0.12,0,-0.88,9785071,4.13,0.73,0,无,无,化学制品,73400↑,9.21,9.2,9.22,8.95,9.07,9.08,--,--,34700,16701,35.02,2.93,88479231,18549.11,4770,2051,3710229,6074842,--,--,--
SZ002081,金 螳 螂,-1.31,15.1,-0.2,-0.13,-0.1,8085532,0.488,0.56,0,无,无,建筑装饰,163070↓,15.4,15.3,15.48,15.06,15.1,15.11,--,--,221845,34120,73.34,2.75,122689206,21211.83,5784,1398,2723180,5362352,--,--,--
SH600030,中信证券,-1.32,--,--,--,--,--,--,--,0,有,无,证券,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601600,中国铝业,-1.33,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600137,浪莎股份,-1.34,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600578,京能电力,-1.34,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002056,横店东磁,-1.35,21.17,-0.29,0,-0.3,10305827,2.51,0.78,0,无,无,其他电子,109900↑,21.42,21.46,21.43,20.94,21.16,21.17,--,--,50805,185513,-57,2.28,217879260,28325.44,7692,1340,4164597,6141230,--,--,--
SZ002481,双塔食品,-1.36,13.83,-0.19,0,-0.15,4021798,1.07,1.35,0,有,无,食品加工制造,579800↑,14.01,14.02,14.06,13.8,13.82,13.83,--,--,33400,8808,58.26,1.85,55783359,22448.03,2485,1618,1743378,2278420,--,--,--
SH600897,厦门空港,-1.36,--,--,--,--,--,--,--,0,无,无,机场航运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002370,亚太药业,-1.36,14.5,-0.2,0,-0.51,4064915,2.82,0.97,0,无,无,化学制药,46025↓,14.7,14.7,14.7,14.41,14.5,14.53,--,--,35698,4500,77.61,1.97,59061005,18078.05,3267,1244,1437472,2627443,--,--,--
SZ002146,荣盛发展,-1.36,10.85,-0.15,0,-0.08,16497951,0.998,0.65,0,无,无,房地产开发,165730↓,10.98,11,10.98,10.8,10.85,10.86,--,--,5200,32800,-72.63,1.64,179093300,19042.35,9405,1754,5492243,11005708,--,--,--
SZ002182,云海金属,-1.37,9.36,-0.13,0.11,-0.73,9599509,4.35,0.67,0,无,无,新材料,80600↑,9.51,9.49,9.51,9.25,9.35,9.36,--,--,60600,81433,-14.67,2.74,89695364,15813.71,5672,1692,3453352,6146157,--,--,--
SH601318,中国平安,-1.37,--,--,--,--,--,--,--,0,有,无,保险及其他,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002522,浙江众成,-1.38,8.6,-0.12,0.35,-0.19,12338205,5.52,1.31,0,无,无,包装印刷,245800↑,8.49,8.72,8.65,8.3,8.59,8.6,--,--,48400,91174,-30.65,4.01,104512827,15766,6629,1861,5245517,7092688,--,--,--
SZ002099,海翔药业,-1.38,8.59,-0.12,0,-1.17,10735672,4.14,1.49,0,无,无,化学制药,87066↑,8.72,8.71,8.76,8.4,8.58,8.59,--,--,4400,4334,0.76,4.13,91710064,16231.87,5650,1900,3466236,7269436,--,--,--
SZ000738,中航动控,-1.38,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601601,中国太保,-1.38,--,--,--,--,--,--,--,0,无,无,保险及其他,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600594,益佰制药,-1.38,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000958,东方热电,-1.39,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000059,华锦股份,-1.4,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601808,中海油服,-1.4,--,--,--,--,--,--,--,0,无,无,采掘服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601009,南京银行,-1.4,--,--,--,--,--,--,--,0,无,无,银行,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002311,海大集团,-1.41,--,--,--,--,--,--,--,0,无,无,农产品加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600649,城投控股,-1.41,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000962,东方钽业,-1.42,--,--,--,--,--,--,--,0,无,无,新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300208,恒顺电气,-1.42,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000733,振华科技,-1.43,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600332,白云山,-1.43,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600392,盛和资源,-1.44,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600390,金瑞科技,-1.45,--,--,--,--,--,--,--,0,无,无,新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600481,双良节能,-1.46,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002458,益生股份,-1.46,--,--,--,--,--,--,--,0,无,无,养殖业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600366,宁波韵升,-1.47,--,--,--,--,--,--,--,0,无,无,新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600645,中源协和,-1.47,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600276,恒瑞医药,-1.48,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000526,银润投资,-1.48,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600707,彩虹股份,-1.49,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600340,华夏幸福,-1.5,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002060,粤 水 电,-1.5,--,--,--,--,--,--,--,0,无,无,建筑装饰,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002603,以岭药业,-1.5,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600680,上海普天,-1.5,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000595,西北轴承,-1.51,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600309,万华化学,-1.51,--,--,--,--,--,--,--,0,无,无,化工新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002540,亚太科技,-1.52,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002368,太极股份,-1.52,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600463,空港股份,-1.52,--,--,--,--,--,--,--,0,无,无,园区开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000505,珠江控股,-1.53,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300037,新宙邦,-1.54,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000905,厦门港务,-1.54,--,--,--,--,--,--,--,0,无,无,港口航运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000586,汇源通信,-1.54,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600235,民丰特纸,-1.54,--,--,--,--,--,--,--,0,无,无,造纸,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600242,中昌海运,-1.55,--,--,--,--,--,--,--,0,无,无,港口航运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002578,闽发铝业,-1.55,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601126,四方股份,-1.55,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601088,中国神华,-1.55,--,--,--,--,--,--,--,0,无,无,煤炭开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002227,奥 特 迅,-1.56,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000617,石油济柴,-1.56,9.49,-0.15,--,--,9866352,--,--,0,无,无,通用机械,--,--,9.64,--,--,--,--,--,--,--,--,--,--,93254958,--,--,--,--,--,--,--,--
SH600255,鑫科材料,-1.56,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002149,西部材料,-1.57,--,--,--,--,--,--,--,0,无,无,新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002686,亿利达,-1.57,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000963,华东医药,-1.58,--,--,--,--,--,--,--,0,无,无,医药商业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002110,三钢闽光,-1.58,--,--,--,--,--,--,--,0,无,无,钢铁,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300001,特锐德,-1.58,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002644,佛慈制药,-1.6,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002166,莱茵生物,-1.6,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600149,廊坊发展,-1.61,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002702,海欣食品,-1.62,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000889,茂业物流,-1.64,7.82,-0.13,--,--,24082587,--,--,0,无,无,零售,--,--,7.95,--,--,--,--,--,--,--,--,--,--,188752900,--,--,--,--,--,--,--,--
SH600048,保利地产,-1.65,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600079,人福医药,-1.66,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600816,安信信托,-1.67,--,--,--,--,--,--,--,0,无,无,保险及其他,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000638,万方发展,-1.67,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300181,佐力药业,-1.67,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603123,翠微股份,-1.67,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300007,汉威电子,-1.68,--,--,--,--,--,--,--,0,无,无,金属制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000400,许继电气,-1.69,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002112,三变科技,-1.7,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000697,炼石有色,-1.7,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000999,华润三九,-1.72,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000518,四环生物,-1.72,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002454,松芝股份,-1.72,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000151,中成股份,-1.73,--,--,--,--,--,--,--,0,无,无,贸易,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000809,铁岭新城,-1.74,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600730,中国高科,-1.74,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002349,精华制药,-1.74,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600986,科达股份,-1.76,6.13,-0.11,-0.16,--,8978319,--,1,1,无,无,建筑装饰,9200↓,6.18,6.24,6.35,5.97,6.12,6.14,--,--,13200,10800,10,6.09,54793462,20122.46,2723,3297,3388094,5590225,--,--,--
SH600056,中国医药,-1.77,12.8,-0.23,-0.08,--,23165180,--,0.86,0,无,无,医药商业,500↓,12.95,13.03,12.98,12.65,12.8,12.81,--,--,23000,12121,30.98,2.53,296023640,21858.06,13543,1710,7987497,15177683,--,--,--
SH600326,西藏天路,-1.78,7.19,-0.13,0.14,--,10358226,--,0.72,0,无,无,建筑装饰,2400↑,7.33,7.32,7.34,7.13,7.19,7.2,--,--,87900,73000,9.26,2.87,74689227,16397.2,4555,2274,3748093,6610133,--,--,--
SH601328,交通银行,-1.78,4.42,-0.08,0,--,249600220,--,0.53,0,无,无,银行,1000↑,4.45,4.5,4.5,4.38,4.41,4.42,--,--,2439764,906627,45.81,2.67,1104104480,30110.02,36669,6807,100181489,149418731,--,--,--
SZ000768,中航飞机,-1.78,12.11,-0.22,0,-0.22,35988038,1.54,0.7,0,无,无,非汽车交运,269100↑,12.19,12.33,12.31,11.98,12.1,12.11,--,--,164388,118737,16.12,2.68,436152050,18438.83,23654,1521,13255692,22732346,--,--,--
SH600259,广晟有色,-1.8,48.03,-0.88,0.15,--,12580790,--,0.88,0,无,无,有色冶炼加工,800↓,49.25,48.91,50.91,47.7,48.02,48.03,--,--,200,300,-20,6.56,615415390,34925.11,17621,714,5185567,7395223,--,--,--
SZ000046,泛海控股,-1.81,5.44,-0.1,0,-0.02,14554459,0.32,1.21,0,无,无,房地产开发,117815↓,5.65,5.54,5.65,5.39,5.44,5.45,--,--,75385,86640,-6.95,4.69,79524348,16791.46,4736,3073,7781817,6772642,--,--,--
SH600766,园城黄金,-1.85,11.16,-0.21,-0.27,--,10190995,--,0.48,1,无,无,有色冶炼加工,500↑,11.38,11.37,11.39,11.02,11.14,11.15,--,--,18100,700,92.55,3.25,113933712,16085.52,7083,1439,3766173,6424822,--,--,--
SH600405,动力源,-1.85,11.68,-0.22,0.17,--,31933747,--,0.56,0,无,无,电气设备,8800↓,11.87,11.9,11.87,11.5,11.67,11.68,--,--,276871,20200,86.4,3.11,370611390,12627.73,29349,1088,12067914,19865833,--,--,--
SZ000967,上风高科,-1.85,9.02,-0.17,0,-0.72,6663211,2.71,2.56,0,无,无,电气设备,21200↑,9.13,9.19,9.23,8.83,9,9.02,--,--,87800,44580,32.65,4.35,59629806,29519.71,2020,3299,2058783,4604428,--,--,--
SZ000597,东北制药,-1.86,10.05,-0.19,0.1,-1.02,10527712,3.18,1.21,1,有,无,化学制药,109500↑,10.25,10.24,10.35,9.92,10.04,10.05,--,--,68101,24440,47.18,4.2,106147584,18434.8,5758,1828,3744578,6783134,--,--,--
SZ002346,柘中建设,-1.86,9.49,-0.18,0,-1.2,5953916,8.51,0.77,0,无,无,建筑材料,149800↓,9.66,9.67,9.66,9.44,9.49,9.5,--,--,18381,52900,-48.43,2.28,56629013,13479.89,4201,1417,2214575,3739341,--,--,--
SZ002367,康力电梯,-1.87,7.86,-0.15,-0.51,-1.22,12494006,2.81,1.49,1,无,无,专用设备,495325↓,8.03,8.01,8.12,7.82,7.86,7.89,--,--,33030,500,97.02,3.75,99151733,16394.14,6048,2066,5239309,7254697,--,--,--
SZ002338,奥普光电,-1.9,38.13,-0.74,0.08,-0.2,1836102,1.55,0.6,0,无,无,金属制品,5900↑,38.8,38.87,38.99,37.51,38.11,38.13,--,--,1100,1228,-5.5,3.81,69731938,37980.36,1836,1000,742763,1093339,--,--,--
SZ000950,建峰化工,-1.9,4.12,-0.08,0.24,-0.38,9917628,1.66,2,0,无,无,化学制品,61424↓,4.2,4.2,4.2,4.1,4.12,4.13,--,--,39176,47600,-9.71,2.38,41111916,14788.46,2780,3567,5351997,4565631,--,--,--
SH600281,太化股份,-1.9,5.15,-0.1,-0.77,--,8352678,--,1.36,0,无,无,基础化学,50000↓,5.24,5.25,5.24,5.07,5.13,5.18,--,--,6800,5800,7.94,3.24,42951434,16564.38,2593,3221,3003168,5349510,--,--,--
SH600053,中江地产,-1.92,8.17,-0.16,0,--,4883824,--,1.49,1,无,无,综合,8000↑,8.36,8.33,8.39,8.1,8.13,8.19,--,--,21499,4700,64.12,3.48,40065795,25135.38,1594,3064,1332078,3551746,--,--,--
SZ000426,兴业矿业,-1.92,11.22,-0.22,0.18,-0.52,17620040,3.83,0.64,0,无,无,有色冶炼加工,123000↑,11.58,11.44,11.63,11.03,11.21,11.22,--,--,86200,15188,70.04,5.24,199156680,18929.44,10521,1675,6861746,10758294,--,--,--
SH603399,新华龙,-1.92,11.21,-0.22,0.18,--,14000763,--,0.53,0,无,无,有色冶炼加工,400↓,11.36,11.43,11.46,11,11.2,11.21,--,--,19166,1100,89.14,4.02,156765530,19244.48,8146,1719,5010081,8990682,--,--,--
SH603766,隆鑫通用,-1.96,11.53,-0.23,-0.09,--,9352804,--,0.83,0,无,无,非汽车交运,7000↑,11.75,11.76,11.75,11.34,11.51,11.52,--,--,28425,1500,89.97,3.49,107652584,21582.31,4988,1875,3203946,6148858,--,--,--
SZ002300,太阳电缆,-1.96,7.01,-0.14,-0.14,-0.47,14057898,3.11,0.79,0,无,无,电气设备,292082↓,7.04,7.15,7.12,6.93,7.01,7.02,--,--,73217,167290,-39.11,2.66,98310725,11527.99,8528,1648,5416853,8641045,--,--,--
SZ002216,三全食品,-1.96,19.02,-0.38,0.11,-0.08,1594306,0.578,1.19,0,无,无,食品加工制造,17000↑,19.41,19.4,19.41,18.96,19.01,19.02,--,--,800,14300,-89.4,2.32,30470242,18115.48,1682,948,765213,829093,--,--,--
SZ002164,*ST东力,-1.96,4,-0.08,0,-0.65,11367668,2.81,2.01,0,无,无,通用机械,74275↓,4.08,4.08,4.08,3.93,4,4.01,--,--,97925,18400,68.36,3.68,45293005,19439.06,2330,4879,3791677,7575991,--,--,--
SH600815,厦工股份,-1.96,4.5,-0.09,0,--,19239820,--,0.66,0,无,无,专用设备,300↓,4.58,4.59,4.58,4.45,4.5,4.51,--,--,60737,160610,-45.12,2.83,86643201,17646.27,4910,3918,5990063,13249757,--,--,--
SZ002254,泰和新材,-1.98,10.38,-0.21,0,-0.77,28843472,5.67,1.24,0,无,无,化工合成材料,243500↑,10.6,10.59,10.6,10.26,10.37,10.38,--,--,36000,4710,76.86,3.21,299072670,15668.1,19088,1511,11704246,17139226,--,--,--
SH600148,长春一东,-1.99,13.78,-0.28,-0.07,--,6617342,--,0.87,0,无,无,汽车零部件,100↑,13.95,14.06,13.95,13.42,13.78,13.79,--,--,4100,11251,-46.58,3.77,90360840,18003.75,5019,1318,2254852,4362490,--,--,--
SZ002192,路翔股份,-2.04,27.8,-0.58,0,0.27,7526049,7.44,0.71,0,无,无,基础化学,244000↓,27.89,28.38,27.95,27.05,27.8,27.81,--,--,9600,14819,-21.37,3.17,207518250,31735.47,6539,1151,3152970,4373079,--,--,--
SH600531,豫光金铅,-2.05,12.88,-0.27,0,--,20980607,--,0.76,0,无,无,有色冶炼加工,420↓,13.35,13.15,13.6,12.69,12.89,12.9,--,--,17880,81625,-64.06,6.92,275322520,18553.98,14839,1414,9131354,11849253,--,--,--
SH601166,兴业银行,-2.07,10.87,-0.23,-0.09,--,160637480,--,1.05,0,有,无,银行,200↑,11.11,11.1,11.16,10.81,10.87,10.88,--,--,995043,556267,28.28,3.15,1755365600,46383.03,37845,4245,66853944,93783536,--,--,--
SH600562,国睿科技,-2.1,31.3,-0.67,0.16,--,5188228,--,0.71,0,无,无,建筑材料,1342↓,31.86,31.97,31.9,30.91,31.28,31.3,--,--,1000,9582,-81.1,3.1,161532170,25149.02,6423,808,1742047,3446181,--,--,--
SH600418,江淮汽车,-2.1,13.49,-0.29,-0.07,--,35179939,--,0.51,0,无,无,汽车整车,2500↑,13.8,13.78,13.83,13.33,13.49,13.5,--,--,23600,179781,-76.79,3.63,476370300,21238.09,22430,1568,13314010,21865929,--,--,--
SZ000002,万  科Ａ,-2.11,9.74,-0.21,0,-0.14,82225446,0.85,0.76,0,有,有,房地产开发,404060↓,9.97,9.95,9.97,9.67,9.74,9.75,--,--,497840,180313,46.82,3.02,802120540,25213.61,31813,2585,31909275,50316171,--,--,--
SH600568,中珠控股,-2.11,11.13,-0.24,0,--,14159617,--,0.73,1,无,无,房地产开发,5000↑,11.27,11.37,11.27,11.04,11.14,11.15,--,--,14500,9113,22.81,2.02,157689130,24159.51,6527,2169,4756335,9403282,--,--,--
