代码,    名称,涨幅%,现价,涨跌,涨速%,DDE净量,总手,换手%,量比,买入信号,利好,利空,所属行业,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,振幅%,金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
SZ000957,中通客车,0.54,13.15,0.07,-0.08,-0.19,10684593,4.48,1.51,0,无,无,汽车整车,240300↑,13.04,13.08,13.17,12.79,13.14,13.15,--,--,19800,94050,-65.22,2.91,138336100,16229.01,8524,1253,4870655,5813938,--,--,--
SH600452,涪陵电力,0.53,11.28,0.06,0.18,0.1,1192865,0.746,0.44,1,无,无,电力,2000↓,11.25,11.22,11.31,11.07,11.3,11.32,--,--,13620,16700,-10.16,2.14,13346145,15591.29,856,1394,652214,540651,--,--,--
SZ300247,桑乐金,0.53,16.93,0.09,0,-0.04,5396785,6.52,0.81,1,无,无,白色家电,58300↑,16.88,16.84,17.04,16.6,16.92,16.93,--,--,31950,42501,-14.17,2.61,90881100,18136.32,5011,1077,2719232,2677553,--,--,--
SH600196,复星医药,0.53,19.03,0.1,-0.05,-0.04,35486665,1.86,1.29,1,无,无,生物制品,6300↑,19.06,18.93,19.25,18.86,19.02,19.03,--,--,6300,9235,-18.89,2.06,676420150,33642.7,20106,1765,18184033,17302632,--,--,--
SZ000910,大亚科技,0.53,5.72,0.03,0.18,0.04,4058874,0.769,0.68,1,无,无,家用轻工,59800↓,5.69,5.69,5.78,5.64,5.72,5.73,--,--,19000,42950,-38.66,2.46,23136453,15559.15,1487,2730,1819349,2239525,--,--,--
SZ000338,潍柴动力,0.53,20.99,0.11,0,-0.13,20297196,2.09,1.03,1,无,无,汽车零部件,110051↓,20.91,20.88,21.18,20.73,20.99,21,--,--,44949,64022,-17.5,2.16,425959600,30640.17,13902,1460,8952111,11345085,--,--,--
SZ000639,西王食品,0.52,15.36,0.08,-0.07,-0.01,4773167,4.37,1.27,0,有,无,农产品加工,24100↓,15.25,15.28,15.6,15.08,15.36,15.37,--,--,3984,10100,-43.43,3.4,73288176,20621.32,3554,1343,2176160,2597007,--,--,--
SZ300203,聚光科技,0.52,15.5,0.08,0,-0.08,7448816,1.67,1.42,2,有,无,金属制品,73096↓,15.37,15.42,15.62,15.18,15.5,15.55,--,--,37904,11199,54.39,2.85,115121843,16067.25,7165,1040,3549860,3898956,--,--,--
SZ000830,鲁西化工,0.52,3.88,0.02,0.26,-0.03,22097798,1.51,0.95,0,无,无,化学制品,70900↑,3.86,3.86,3.91,3.83,3.87,3.88,--,--,319900,648910,-33.96,2.07,85542217,18333.09,4666,4736,11247128,10850670,--,--,--
SZ300068,南都电源,0.52,9.73,0.05,-0.1,-0.52,15170658,3.74,1.09,1,无,无,电气设备,216962↑,9.69,9.68,9.78,9.47,9.72,9.73,--,--,60362,25838,40.05,3.2,146150780,16585.43,8812,1722,6956700,8213958,--,--,--
SZ002716,金贵银业,0.51,25.43,0.13,0,0.17,3645390,6.37,0.61,1,无,无,有色冶炼加工,21810↓,25.24,25.3,25.79,25.06,25.43,25.44,--,--,20690,7131,48.74,2.89,92865151,18602.79,4992,730,1770107,1875283,--,--,--
SH600460,士兰微,0.51,5.89,0.03,0.17,-0.03,15049390,1.33,0.86,1,无,无,光学光电子,1000↑,5.86,5.86,5.89,5.8,5.88,5.89,--,--,159790,116521,15.66,1.54,87927467,16033.45,5484,2744,7886343,7163047,--,--,--
SZ000692,惠天热电,0.51,3.95,0.02,0,0.18,12565871,2.36,0.72,0,无,无,电力,259700↑,3.93,3.93,3.95,3.9,3.94,3.95,--,--,234406,641324,-46.47,1.27,49356222,13514.85,3652,3441,5246843,7319028,--,--,--
SZ002485,希努尔,0.51,7.91,0.04,0,-0.03,5711849,1.78,0.29,0,无,无,服装家纺,126300↓,7.88,7.87,7.95,7.71,7.91,7.92,--,--,6000,19600,-53.13,3.05,44786736,12566.42,3564,1603,2753927,2957922,--,--,--
SH601799,星宇股份,0.51,17.81,0.09,-0.17,-0.02,1701182,0.714,0.71,2,无,无,汽车零部件,933↑,17.7,17.72,17.85,17.64,17.8,17.83,--,--,67,9500,-98.6,1.19,30153692,16441.49,1834,928,931394,769788,--,--,--
SH600168,武汉控股,0.51,7.92,0.04,0.13,-0.02,4515370,1.02,1.11,1,无,无,燃气水务,1400↑,7.88,7.88,7.95,7.85,7.91,7.92,--,--,42000,250,98.82,1.27,35622471,17242.24,2066,2186,2240491,2274879,--,--,--
SH601117,中国化学,0.51,5.95,0.03,0,0.04,41981102,0.851,0.82,0,无,无,建筑装饰,1800↑,5.92,5.92,5.99,5.88,5.95,5.96,--,--,38200,300400,-77.44,1.86,249361670,22396.41,11134,3771,20315772,21665330,--,--,--
SZ000748,长城信息,0.51,23.84,0.12,0,0.02,4750396,1.26,0.79,0,有,无,计算机设备,16800↑,23.88,23.72,23.98,23.63,23.83,23.84,--,--,200,32300,-98.77,1.48,113013950,45515.08,2483,1913,2112138,2638258,--,--,--
SZ002381,双箭股份,0.51,11.94,0.06,0,-0.07,2726679,1.89,0.98,1,无,无,化工合成材料,52307↓,11.88,11.88,11.98,11.86,11.94,11.95,--,--,48593,71300,-18.94,1.01,32518563,15709.45,2070,1317,1382802,1343877,--,--,--
SZ000705,浙江震元,0.51,17.91,0.09,0,-0.06,3636385,2.67,0.65,0,无,无,医药商业,42990↑,17.99,17.82,18.07,17.71,17.9,17.91,--,--,14576,8910,24.13,2.02,64836483,20369.61,3183,1142,1693744,1942641,--,--,--
SZ300160,秀强股份,0.5,10.01,0.05,-0.1,-0.25,2388985,1.28,1.87,0,无,无,白色家电,14964↑,9.97,9.96,10.04,9.82,10,10.01,--,--,1600,7036,-62.95,2.21,23744331,19041.16,1247,1916,1210391,1178594,--,--,--
SZ300387,富邦股份,0.5,48.14,0.24,-0.06,0.74,1359269,10.46,0.58,0,无,无,化学制品,31890↓,47.8,47.9,48.48,47.23,48.14,48.15,--,--,11665,4190,47.15,2.61,65151519,21221.99,3070,443,650281,708988,--,--,--
SZ002260,伊 立 浦,0.5,24.07,0.12,0,0.06,1028922,0.66,0.83,1,无,无,白色家电,18800↑,23.95,23.95,24.2,23.65,24.03,24.07,--,--,38200,12965,49.32,2.3,24671347,27534.99,896,1148,547154,481768,--,--,--
SH600462,石岘纸业,0.5,6.02,0.03,0.33,-0.03,2291680,0.429,0.74,0,无,无,造纸,10↓,5.98,5.99,6.02,5.9,6,6.01,--,--,14190,1500,80.88,2,13633414,21006.8,649,3531,1143983,1147697,--,--,--
SZ002258,利尔化学,0.5,14.05,0.07,0.07,0.11,1626777,0.809,0.56,0,无,无,化学制品,17400↑,13.88,13.98,14.06,13.82,14.04,14.05,--,--,3704,108875,-93.42,1.72,22709925,17482.62,1299,1252,832293,794484,--,--,--
SH600890,中房股份,0.5,6.05,0.03,0,-0.08,3272898,0.565,0.62,0,无,无,房地产开发,2900↑,6.02,6.02,6.07,5.95,6.05,6.06,--,--,1400,128399,-97.84,1.99,19648449,17717.27,1109,2951,1436130,1836768,--,--,--
SZ000665,湖北广电,0.5,12.15,0.06,0,-0.07,2406111,1.27,0.85,0,无,无,通信服务,62000↑,12.11,12.09,12.21,12.02,12.14,12.15,--,--,8800,46190,-67.99,1.57,29153878,17733.5,1644,1464,1113210,1292901,--,--,--
SZ002263,大 东 南,0.5,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600355,精伦电子,0.5,8.11,0.04,0,0.01,3636397,1.48,0.71,0,无,无,通信设备,800↓,8.05,8.07,8.16,8.01,8.11,8.12,--,--,24100,17899,14.76,1.86,29414600,14053.8,2093,1737,1707932,1928465,--,--,--
SZ002125,湘潭电化,0.5,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600717,天津港,0.49,8.16,0.04,0.12,0,13186556,0.787,1.03,3,无,无,港口航运,4200↑,8.11,8.12,8.18,8.08,8.15,8.16,--,--,117100,317750,-46.14,1.23,107274653,16795.78,6387,2065,7197602,5988954,--,--,--
SH600331,宏达股份,0.49,6.14,0.03,0.16,-0.04,24722355,2.4,0.54,2,无,无,有色冶炼加工,200↑,6.2,6.11,6.27,6.04,6.13,6.14,--,--,13900,43984,-51.97,3.76,152099540,16608.38,9158,2700,11283068,13439287,--,--,--
SZ002634,棒杰股份,0.49,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000525,红 太 阳,0.49,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002433,太安堂,0.49,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002572,索菲亚,0.49,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000716,南方食品,0.49,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002474,榕基软件,0.48,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002296,辉煌科技,0.48,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300314,戴维医疗,0.48,--,--,--,--,--,--,--,0,无,无,医疗器械服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600084,中葡股份,0.48,4.2,0.02,0,0.03,6669131,0.823,0.98,0,无,无,饮料制造,700↑,4.17,4.18,4.22,4.15,4.19,4.2,--,--,102400,34800,49.27,1.67,27890627,15092.33,1848,3609,3338682,3330449,--,--,--
SH600711,盛屯矿业,0.47,12.7,0.06,-0.39,-1.28,72981849,22.8,1.56,0,无,无,有色冶炼加工,3300↑,12.51,12.64,13.19,12.47,12.67,12.68,--,--,10500,1030,82.13,5.7,930304530,34541.44,26933,2710,36449000,36532849,--,--,--
SZ000523,广州浪奇,0.47,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002107,沃华医药,0.47,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600641,万业企业,0.47,4.27,0.02,0.23,-0.08,6024137,0.747,0.87,3,无,无,房地产开发,100000↓,4.26,4.25,4.28,4.21,4.27,4.28,--,--,33210,220600,-73.83,1.65,25617548,14697.39,1743,3456,2875499,3148638,--,--,--
SZ002666,德联集团,0.47,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601008,连云港,0.47,4.28,0.02,0,-0.09,17139273,2.11,1.26,0,无,无,港口航运,500↓,4.26,4.26,4.29,4.21,4.27,4.28,--,--,194042,531612,-46.52,1.88,72854987,17551.19,4151,4129,10002589,7136684,--,--,--
SH600010,包钢股份,0.47,4.28,0.02,0,-0.01,167102810,2.12,1.18,0,无,无,钢铁,3130↑,4.3,4.26,4.45,4.19,4.27,4.28,--,--,155005,674691,-62.64,6.1,721055650,24538.22,29385,5687,75767285,91335525,--,--,--
SZ000661,长春高新,0.47,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000737,南风化工,0.47,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600217,秦岭水泥,0.46,6.53,0.03,0,-0.38,18954613,2.87,1.52,0,无,无,建筑材料,30600↓,6.46,6.5,6.79,6.42,6.52,6.53,--,--,48100,12200,59.54,5.69,124829991,12299.73,10149,1868,8959627,9994986,--,--,--
SZ002380,科远股份,0.46,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002256,彩虹精化,0.46,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300094,国联水产,0.46,--,--,--,--,--,--,--,0,无,无,养殖业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002052,同洲电子,0.46,--,--,--,--,--,--,--,0,无,无,视听器材,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000488,晨鸣纸业,0.45,--,--,--,--,--,--,--,0,无,无,造纸,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002677,浙江美大,0.45,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000975,银泰资源,0.45,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000409,山东地矿,0.45,--,--,--,--,--,--,--,0,无,无,石油矿业开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000786,北新建材,0.45,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600887,伊利股份,0.45,27,0.12,0,0.03,32434680,1.08,0.66,1,有,有,食品加工制造,2300↑,26.92,26.88,27.47,26.77,26.99,27,--,--,26164,1900,86.46,2.6,880915410,32903.13,26773,1211,15532968,16901712,--,--,--
SZ002361,神剑股份,0.45,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002505,大康牧业,0.45,--,--,--,--,--,--,--,0,无,无,养殖业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600847,万里股份,0.44,18.19,0.08,0.06,-0.02,388730,0.438,0.85,2,无,无,电气设备,5000↑,18.12,18.11,18.24,18,18.18,18.19,--,--,7699,2000,58.76,1.33,7052620,18907.83,373,1042,243140,145590,--,--,--
SZ002515,金字火腿,0.44,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600654,飞乐股份,0.44,9.16,0.04,0,0.04,8485410,1.12,1.31,3,无,无,半导体及元件,3046↑,9.14,9.12,9.21,9.04,9.16,9.17,--,--,3454,487517,-98.59,1.86,77537162,32066.65,2418,3509,4636179,3849231,--,--,--
SZ002343,禾欣股份,0.44,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002601,佰利联,0.44,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002687,乔治白,0.44,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000551,创元科技,0.43,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002464,金利科技,0.43,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600020,中原高速,0.43,2.32,0.01,0.43,0.01,5658093,0.252,0.73,1,无,无,公路铁路运输,1200↑,2.31,2.31,2.32,2.29,2.31,2.32,--,--,310371,937494,-50.26,1.3,13042781,12121.54,1076,5258,2853769,2804324,--,--,--
SZ000030,富奥股份,0.43,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002593,日上集团,0.43,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002453,天马精化,0.43,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600361,华联综超,0.43,4.71,0.02,0.21,0.01,4858577,0.73,0.78,0,无,无,零售,131600↑,4.69,4.69,4.74,4.65,4.7,4.73,--,--,99101,66623,19.6,1.92,22814206,16738.23,1363,3565,2720540,2138037,--,--,--
SH600797,浙大网新,0.43,7.08,0.03,0.14,-0.21,21054416,2.56,0.48,1,无,无,计算机应用,11300↑,7.02,7.05,7.12,7.01,7.07,7.08,--,--,156226,120100,13.07,1.56,148795410,20129.25,7392,2848,10053866,11000550,--,--,--
SH600150,中国船舶,0.42,23.63,0.1,-0.04,0.08,12208424,0.886,0.66,0,无,无,非汽车交运,400↓,23.53,23.53,23.74,23.13,23.63,23.64,--,--,39020,9986,59.25,2.59,286714120,27249.01,10522,1160,5674412,6534012,--,--,--
SH600278,东方创业,0.42,9.46,0.04,0.11,-0.05,2791961,0.535,0.57,0,无,无,贸易,2000↓,9.41,9.42,9.46,9.35,9.46,9.47,--,--,10082,32700,-52.87,1.17,26296396,16292.69,1614,1730,1452959,1339002,--,--,--
SH603369,今世缘,0.42,26.04,0.11,-0.04,0.35,2510941,4.85,0.66,1,无,无,饮料制造,20200↓,25.9,25.93,26.12,25.68,26.04,26.05,--,--,12700,42000,-53.56,1.7,65131023,18336.44,3552,707,1349614,1161327,--,--,--
SZ002391,长青股份,0.42,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002317,众生药业,0.42,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600573,惠泉啤酒,0.42,7.16,0.03,0,0.06,3183938,1.27,0.91,0,无,无,饮料制造,1200↑,7.13,7.13,7.18,7.09,7.15,7.17,--,--,32200,60501,-30.53,1.26,22731698,15348.88,1481,2150,1514020,1669918,--,--,--
SZ300026,红日药业,0.42,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002648,卫星石化,0.42,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600233,大杨创世,0.42,9.61,0.04,0.21,0.03,1688837,1.02,0.64,0,无,无,服装家纺,6000↑,9.58,9.57,9.65,9.51,9.6,9.61,--,--,49600,14900,53.8,1.46,16177629,16643.65,972,1737,734946,953891,--,--,--
SZ000538,云南白药,0.41,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000016,深康佳Ａ,0.41,--,--,--,--,--,--,--,0,无,无,视听器材,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600317,营口港,0.41,2.43,0.01,0,-0.2,71306101,2.17,0.86,0,无,无,港口航运,24300↑,2.42,2.42,2.45,2.39,2.43,2.44,--,--,1173490,6370907,-68.89,2.48,172352320,11384.66,15139,4710,32393546,38912555,--,--,--
SH600516,方大炭素,0.41,9.73,0.04,0.1,-0.14,42710984,2.48,0.79,0,无,无,新材料,300↓,9.69,9.69,9.84,9.59,9.72,9.73,--,--,49600,129209,-44.52,2.58,414872950,20456.24,20281,2106,19582889,23128095,--,--,--
SZ002725,跃岭股份,0.41,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002150,通润装备,0.41,--,--,--,--,--,--,--,0,无,无,金属制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300275,梅安森,0.41,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002228,合兴包装,0.41,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600090,啤酒花,0.4,7.44,0.03,0.13,0.19,13121968,3.57,1.6,0,无,无,饮料制造,1300↑,7.42,7.41,7.65,7.38,7.43,7.44,--,--,10150,3400,49.82,3.64,98154063,19809.09,4955,2648,6748856,6373112,--,--,--
SZ002094,青岛金王,0.4,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000576,广东甘化,0.4,--,--,--,--,--,--,--,0,无,无,造纸,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300346,南大光电,0.4,32.4,0.13,0,-0.11,316664,1,1.04,2,无,无,光学光电子,4400↑,32.27,32.27,32.64,32.04,32.39,32.4,--,--,900,2200,-41.94,1.86,10232843,23469.82,436,726,163063,153601,--,--,--
SZ002245,澳洋顺昌,0.4,10.01,0.04,0.1,-0.42,5824532,1.74,0.66,0,无,无,物流,146045↓,9.98,9.97,10.12,9.89,10.01,10.02,--,--,6155,155181,-92.37,2.31,58160909,20097.07,2894,2013,2594651,3229881,--,--,--
SZ002193,山东如意,0.4,10.02,0.04,0,0.16,2252250,1.41,0.57,0,无,无,纺织制造,95900↑,9.96,9.98,10.06,9.86,10.01,10.02,--,--,4000,15950,-59.9,2,22478199,19294.59,1165,1933,978179,1274071,--,--,--
SZ000930,中粮生化,0.4,5.02,0.02,-0.2,-0.53,47531013,4.93,0.98,0,无,无,农产品加工,150800↓,5.02,5,5.16,4.96,5.02,5.03,--,--,354340,346100,1.18,4,240352870,19757.74,12165,3907,22557730,24973283,--,--,--
SH600035,楚天高速,0.4,2.51,0.01,0,0.02,5695854,0.47,0.54,1,无,无,公路铁路运输,5000↑,2.51,2.5,2.52,2.49,2.51,2.52,--,--,27396,346834,-85.36,1.2,14244440,12821.28,1111,5127,2796944,2898910,--,--,--
SH600029,南方航空,0.4,2.51,0.01,0,0.07,38502021,0.548,1.09,0,无,无,机场航运,200↑,2.51,2.5,2.54,2.49,2.51,2.52,--,--,975100,1849350,-30.95,2,96651012,17001.06,5685,6773,19317154,19184867,--,--,--
SZ000005,世纪星源,0.4,2.52,0.01,0,0.13,13225632,1.45,0.75,0,无,无,房地产开发,124300↑,2.5,2.51,2.54,2.48,2.51,2.52,--,--,550827,128611,62.14,2.39,33256307,13507.84,2462,5372,6820845,6404787,--,--,--
SZ002516,江苏旷达,0.4,12.62,0.05,-0.08,-0.05,1897928,1.73,0.74,3,无,无,纺织制造,6700↓,12.58,12.57,12.72,12.53,12.62,12.63,--,--,12646,8500,19.61,1.51,23942690,16884.83,1418,1338,814420,1083508,--,--,--
SH600162,香江控股,0.4,5.07,0.02,0.2,-0.03,8894773,1.16,0.7,0,无,无,房地产开发,4300↑,5.06,5.05,5.08,5.01,5.07,5.08,--,--,91518,203100,-37.87,1.39,44854084,13239.1,3388,2625,5074916,3819857,--,--,--
SZ002626,金达威,0.39,22.88,0.09,0.13,0.05,2176626,1.17,0.84,0,无,无,化学制药,22600↑,22.81,22.79,23.19,22.54,22.87,22.88,--,--,1300,5475,-61.62,2.85,49706124,14226.14,3494,623,929255,1247371,--,--,--
SZ002019,鑫富药业,0.39,28.15,0.11,-0.04,-0.33,4357698,2.12,1.09,3,无,无,化学制药,16200↓,28.06,28.04,28.3,27.66,28.15,28.16,--,--,17400,4800,56.76,2.28,122397310,33858.18,3615,1205,2642583,1715115,--,--,--
SZ002726,龙大肉食,0.39,23.12,0.09,0,0.64,3874695,7.1,0.47,0,无,无,食品加工制造,59604↓,23.02,23.03,23.32,22.8,23.12,23.13,--,--,10096,5250,31.58,2.26,89360680,15148.45,5899,657,1868970,2005725,--,--,--
SH601866,中海集运,0.39,2.59,0.01,0,0.06,42035165,0.53,0.94,1,无,无,港口航运,20800↓,2.58,2.58,2.6,2.55,2.59,2.6,--,--,344702,2861261,-78.5,1.94,108088616,14738.02,7334,5732,21693487,20341678,--,--,--
SH600675,中华企业,0.39,5.18,0.02,-0.19,-0.01,14862688,0.796,0.66,1,无,无,房地产开发,1000↑,5.18,5.16,5.19,5.1,5.18,5.19,--,--,22484,448923,-90.46,1.74,76546890,15533.05,4928,3016,6550460,8312228,--,--,--
SH600052,浙江广厦,0.39,5.18,0.02,0.19,0.02,8328148,0.955,0.81,2,无,无,房地产开发,1000↑,5.16,5.16,5.2,5.07,5.17,5.18,--,--,20700,19200,3.76,2.52,42757049,13748.25,3110,2678,4344948,3983200,--,--,--
SH601186,中国铁建,0.39,5.19,0.02,0,0.01,30133465,0.294,0.68,0,无,无,建筑装饰,15000↑,5.16,5.17,5.2,5.14,5.18,5.19,--,--,172988,154120,5.77,1.16,155847040,14946.49,10427,2890,16698065,13435400,--,--,--
SH600571,信雅达,0.39,18.17,0.07,0.11,-0.05,1994950,0.997,1.4,0,无,无,计算机应用,1400↓,18.26,18.1,18.26,17.92,18.18,18.19,--,--,28730,4700,71.88,1.88,36103654,23187.96,1557,1281,1047577,947373,--,--,--
SZ002160,*ST常铝,0.38,5.24,0.02,0.19,0.01,8104379,2.5,1.01,1,无,无,有色冶炼加工,90156↓,5.25,5.22,5.33,5.18,5.24,5.25,--,--,2544,168700,-97.03,2.87,42484412,13169.38,3226,2512,4110278,3994101,--,--,--
SH600125,铁龙物流,0.38,5.28,0.02,0.19,0.01,20420400,1.56,1.07,1,无,无,公路铁路运输,31300↑,5.24,5.26,5.3,5.22,5.27,5.28,--,--,216137,215645,0.11,1.52,107308919,21940.08,4891,4175,9777182,10643218,--,--,--
SZ002365,永安药业,0.38,10.6,0.04,0,0.17,3580615,2.57,0.86,0,无,无,化学制药,33000↓,10.52,10.56,10.71,10.42,10.6,10.61,--,--,3100,48300,-87.94,2.75,37831242,20048.35,1887,1898,1909418,1671197,--,--,--
SZ000611,四海股份,0.37,5.39,0.02,-0.19,0.07,5894282,1.85,1.09,3,无,无,贸易,85300↑,5.39,5.37,5.49,5.35,5.38,5.39,--,--,61619,17500,55.76,2.61,31939908,21236.64,1504,3919,2655105,3239177,--,--,--
SZ002696,百洋股份,0.37,10.85,0.04,0.28,-0.16,3151685,3.94,0.96,0,无,无,养殖业,123950↓,10.81,10.81,10.85,10.72,10.85,10.86,--,--,11850,16700,-16.99,1.2,33980322,15375.71,2210,1426,1468389,1683296,--,--,--
SZ002398,建研集团,0.37,13.62,0.05,0.07,-0.04,4387975,2.34,0.69,0,有,无,建筑材料,84300↓,13.57,13.57,13.71,13.4,13.62,13.63,--,--,27400,43400,-22.6,2.28,59635051,22335.23,2670,1643,2195419,2192556,--,--,--
SZ300141,和顺电气,0.37,16.35,0.06,0,-0.23,7017350,6.71,0.86,0,无,无,电气设备,138689↓,16.15,16.29,16.36,15.76,16.35,16.36,--,--,32541,36220,-5.35,3.68,112772714,18466.14,6107,1149,2891570,4125780,--,--,--
SZ000701,厦门信达,0.37,10.93,0.04,0,-0.13,3667265,1.53,0.88,2,无,无,综合,80350↓,10.9,10.89,10.94,10.84,10.93,10.94,--,--,59250,56600,2.29,0.918,39900530,16101.91,2478,1480,1803696,1863569,--,--,--
